date,temp,flow,SRP,sun3d,sun,silicon,nitrate,chl,diatoms,p-chloro,n-chloro,totCyano,totCrypto,totPhyto
2015-06-08,16.1,0.718,840.0,9.9,8.9,6.32,57.86,6.75,544.0,17012.0,20552.0,659.0,120.0,38887.0
2015-06-15,17.1,0.867,968.0,4.8,11.0,6.25,64.9,6.23,645.0,23347.0,10071.0,899.0,96.0,35058.0
2015-06-22,17,0.765,772.0,4.6,7.2,6.94,57.3,2.96,495.0,49651.0,4300.0,1073.0,77.0,55596.0
2015-06-29,17.8,0.654,836.0,9.133333333,13.9,6.89,51.79,5.01,923.0,46453.0,6330.0,1169.0,197.0,55072.0
2015-07-06,18.7,0.6,756.0,7.366666667,6.7,8.06,58.92,5.66,928.0,53345.0,13732.0,1948.0,217.0,70170.0
2015-07-13,19.2,0.526,992.0,4.133333333,0.0,8.0,61.01,3.53,616.0,35054.0,5830.0,1698.0,442.0,43640.0
2015-07-20,18.4,0.502,1260.0,8.4,2.9,9.34,49.26,2.95,697.0,49069.0,4348.0,2015.0,302.0,56431.0
2015-07-27,16.9,1.43,1165.0,3.5,1.2,8.29,45.96,1.76,274.0,14901.0,2064.0,860.0,207.0,18306.0
2015-08-03,17.7,0.63,1116.0,7.166666667,6.5,8.06,35.59,6.17,592.0,27502.0,4165.0,2063.0,159.0,34481.0
2015-08-10,18.9,0.51,1524.0,6.333333333,1.9,8.39,49.08,4.96,794.0,80544.0,5536.0,2405.0,890.0,90169.0
2015-08-17,17.7,0.622,1225.0,4.766666667,4.0,8.8,67.67,3.69,539.0,23443.0,1857.0,1404.0,96.0,27339.0
2015-08-24,18.3,0.575,895.0,4.666666667,0.0,8.53,55.95,3.23,620.0,19831.0,1909.0,1726.0,125.0,24211.0
2015-09-01,16.5,0.792,660.0,1.533333333,4.2,7.71,45.83,3.53,500.0,9254.0,1669.0,1174.0,121.0,12718.0
2015-09-07,14.8,0.715,612.0,8.566666667,10.6,7.76,47.63,2.02,515.0,19369.0,2285.0,1774.0,62.0,24005.0
2015-09-14,15.6,0.589,636.0,0.1,0.0,7.78,59.46,2.89,669.0,21086.0,2227.0,3529.0,72.0,27583.0
2015-09-21,15.1,1.15,558.0,3.233333333,0.7,6.76,45.12,3.82,500.0,9634.0,1202.0,1389.0,101.0,12826.0
2015-09-28,12.9,0.811,582.0,8.4,8.5,7.56,52.39,2.59,399.0,10413.0,1376.0,1058.0,91.0,13337.0
2015-10-05,13.9,0.736,732.0,3.8,0.0,7.39,61.02,4.3,433.0,11029.0,1313.0,803.0,43.0,13621.0
2015-10-12,12.5,0.79,516.0,3.266666667,7.2,7.22,38.65,3.64,135.0,3910.0,731.0,554.0,57.0,5387.0
2015-10-19,12.3,0.736,560.0,0.0,0.0,7.94,50.87,3.54,212.0,3194.0,553.0,1948.0,58.0,5965.0
2015-10-26,11.1,0.803,572.0,2.866666667,5.1,8.44,70.57,1.41,164.0,2078.0,419.0,352.0,38.0,3051.0
2015-11-02,12.7,0.966,570.0,3.066666667,2.2,8.39,69.18,2.25,120.0,2453.0,370.0,394.0,38.0,3375.0
2015-11-09,13.8,2.09,548.0,0.0,0.0,8.13,49.94,2.25,91.0,1693.0,428.0,718.0,72.0,3002.0
2015-11-16,13.1,1.63,650.0,0.633333333,1.6,8.54,54.57,1.63,96.0,1318.0,269.0,480.0,53.0,2216.0
2015-11-23,7.1,1.54,538.0,2.033333333,2.1,7.71,52.5,0.69,53.0,789.0,169.0,279.0,10.0,1300.0
2015-11-30,10.2,2.03,532.0,0.2,0.0,7.58,54.07,1.37,125.0,1183.0,192.0,347.0,24.0,1871.0
2015-12-07,12.3,1.76,536.0,0.533333333,1.6,7.87,55.53,2.02,149.0,1053.0,226.0,361.0,38.0,1827.0
2015-12-14,10.5,2.82,532.0,0.0,0.0,7.6,57.05,3.61,207.0,2068.0,423.0,958.0,169.0,3825.0
2016-01-14,10,8.86,314.0,0.966666667,2.9,6.15,45.58,4.53,130.0,3401.0,866.0,2620.0,303.0,7320.0
2016-01-11,8.7,10.8,258.0,0.966666667,2.9,6.12,40.22,1.71,,,,,,
2016-01-18,7,6.07,275.0,1.3,0.0,6.8,39.59,0.72,38.0,832.0,77.0,990.0,24.0,1961.0
2016-01-25,10.4,5.98,262.0,0.833333333,1.1,6.19,42.83,0.71,63.0,1073.0,188.0,664.0,63.0,2051.0
2016-02-01,10.7,4.78,272.0,1.966666667,1.0,6.38,43.63,0.91,139.0,1467.0,188.0,495.0,24.0,2313.0
2016-02-08,9.4,9.66,288.0,1.8,1.5,6.01,38.56,3.78,188.0,2645.0,620.0,1832.0,264.0,5549.0
2016-02-15,6.8,4.16,234.0,3.566666667,7.0,6.34,41.58,1.57,173.0,3174.0,505.0,476.0,53.0,4381.0
2016-02-22,9.4,4.75,236.0,0.833333333,2.1,5.81,40.22,3.46,553.0,3622.0,577.0,621.0,77.0,5450.0
2016-02-29,5,2.59,258.0,3.566666667,5.6,5.9,44.58,4.07,1433.0,4151.0,736.0,707.0,48.0,7075.0
2016-03-07,5.2,2.3,257.0,4.233333333,8.4,4.88,49.03,12.3,3189.0,6912.0,1948.0,875.0,134.0,13058.0
2016-03-14,7.2,5.56,198.0,5.9,9.3,5.35,34.67,5.35,1159.0,6339.0,1587.0,755.0,785.0,10625.0
2016-03-21,8,2.79,237.0,1.966666667,3.6,5.65,47.05,6.7,1900.0,6623.0,2338.0,716.0,97.0,11674.0
2016-03-29,8.2,13.6,195.0,6.266666667,5.7,4.72,28.52,11.03,1217.0,9038.0,2530.0,1400.0,328.0,14513.0
2016-04-04,10.6,5.12,181.0,,,5.01,31.44,4.08,,,,,,
2016-04-11,9.4,4.95,178.0,4.033333333,0.5,3.86,31.64,5.29,1015.0,5829.0,4780.0,264.0,245.0,12133.0
2016-04-18,9.2,5.17,170.0,5.333333333,2.8,3.89,34.01,5.53,856.0,4050.0,2083.0,423.0,121.0,7533.0
2016-04-25,10,2.61,186.0,5.433333333,3.0,2.71,38.5,7.32,774.0,4916.0,2159.0,423.0,148.0,8420.0
2016-05-03,11.9,1.94,162.0,5.9,8.0,0.9,37.68,15.97,2126.0,6315.0,4002.0,1299.0,226.0,13968.0
2016-05-09,16.7,1.52,256.0,6.633333333,1.9,1.51,47.4,16.56,1174.0,10524.0,5123.0,962.0,293.0,18076.0
2016-05-16,14.5,1.74,341.0,11.0,11.6,5.42,39.04,8.71,981.0,6796.0,10298.0,265.0,116.0,18456.0
2016-05-23,14.1,2.12,314.0,5.566666667,12.4,5.71,38.7,22.24,4766.0,9158.0,27459.0,389.0,240.0,42012.0
2016-05-31,14.8,1.29,405.0,2.333333333,0.0,5.85,52.34,19.84,4800.0,16007.0,20028.0,500.0,179.0,41514.0
2016-06-06,16,1.4,401.0,7.0,12.0,7.1,42.28,7.23,933.0,3829.0,5719.0,221.0,82.0,10784.0
2016-06-13,17.5,1.47,432.0,1.433333333,0.8,7.59,37.41,11.98,1000.0,9552.0,15329.0,1014.0,192.0,27087.0
2016-06-20,15.9,4.51,353.0,2.866666667,3.5,6.07,26.31,4.27,159.0,3073.0,3035.0,718.0,360.0,7345.0
2016-06-27,16.1,2.76,370.0,3.8,4.9,8.23,27.69,2.67,188.0,2573.0,1111.0,138.0,77.0,4087.0
2016-07-04,17,1.28,428.0,7.9,3.4,7.85,47.45,1.83,192.0,6955.0,4959.0,298.0,58.0,12462.0
2016-07-11,17.5,0.936,494.0,4.366666667,7.1,8.18,53.54,2.89,240.0,15545.0,2130.0,668.0,24.0,18607.0
2016-07-18,19.2,0.846,528.0,8.2,10.1,7.9,50.86,1.85,216.0,14054.0,3376.0,351.0,96.0,18093.0
2016-07-25,19.7,0.699,536.0,6.966666667,7.1,8.48,45.79,2.42,284.0,31744.0,4920.0,298.0,77.0,37323.0
2016-08-01,17.4,0.823,634.0,3.9,0.0,8.72,50.91,1.99,337.0,26391.0,3891.0,308.0,97.0,31024.0
2016-08-08,18.2,0.693,580.0,10.2,10.3,7.99,52.75,2.9,269.0,15588.0,2915.0,346.0,134.0,19252.0
2016-08-15,17.4,0.63,562.0,7.466666667,12.8,7.76,53.08,3.11,293.0,14266.0,2867.0,341.0,53.0,17820.0
2016-08-22,17.5,0.656,642.0,2.4,1.2,7.98,62.658,2.48,236.0,11784.0,2265.0,549.0,77.0,14911.0
2016-08-30,18.2,0.639,736.0,,,9.07,62.36,5.59,370.0,8061.0,1410.0,221.0,92.0,10154.0
2016-09-05,16.5,0.808,712.0,1.0,0.2,8.36,64.59,2.72,130.0,7874.0,1087.0,308.0,107.0,9506.0
2016-09-12,16.4,0.832,808.0,3.7,1.2,8.86,63.09,2.02,313.0,7167.0,953.0,356.0,58.0,8847.0
2016-09-19,15.9,1.38,644.0,0.7,0.0,8.91,55.84,2.31,265.0,4170.0,1005.0,539.0,92.0,6071.0
2016-09-26,15.1,0.809,770.0,3.933333333,0.6,9.07,49.27,1.81,168.0,4468.0,827.0,202.0,72.0,5737.0
2016-10-03,12.4,0.859,748.0,,,8.59,61.72,1.37,,,,,,
2016-10-10,11.3,0.673,741.0,,,8.31,65.62,1.82,,,,,,
2016-10-17,11.3,0.808,684.0,,,8.45,72.98,2.01,,,,,,
2016-10-24,9.8,0.746,600.0,2.133333333,0.0,8.39,61.56,1.8,72.0,1366.0,692.0,96.0,30.0,2256.0
2016-10-31,11.7,0.757,660.0,1.466666667,4.4,8.85,77.36,1.41,168.0,1727.0,515.0,145.0,29.0,2584.0
2016-11-07,6.4,0.826,700.0,3.3,5.3,8.38,83.25,0.9,29.0,1265.0,246.0,53.0,19.0,1612.0
2016-11-14,7.8,1.78,464.0,1.9,0.0,6.87,47.34,1.14,96.0,1727.0,380.0,120.0,39.0,2362.0
2016-11-21,7.3,3.5,494.0,0.3,0.0,6.8,52.7,1.42,72.0,1539.0,563.0,428.0,173.0,2775.0
2016-11-28,7.3,1.83,357.0,3.133333333,6.3,7.43,59.52,1.15,24.0,1380.0,419.0,24.0,10.0,1857.0
2016-12-05,2.6,1.31,409.0,5.066666667,5.7,8.05,62.14,0.67,10.0,572.0,139.0,0.0,10.0,731.0
2016-12-12,8.2,4.45,364.0,0.966666667,0.0,6.89,76.87,3.72,38.0,928.0,360.0,38.0,68.0,1432.0
2017-01-03,3.8,3.35,388.0,2.0,0.5,6.79,62.0,1.97,34.0,774.0,177.0,62.0,33.0,1080.0
2017-01-09,7.3,3.65,323.0,0.0,0.0,6.21,62.19,2.05,67.0,923.0,265.0,67.0,63.0,1385.0
2017-01-16,5.8,9.17,215.0,0.066666667,0.0,5.34,68.91,4.32,101.0,3083.0,866.0,182.0,207.0,4439.0
2017-01-23,2.2,3.48,219.0,3.033333333,0.2,6.1,57.34,0.48,43.0,1193.0,284.0,39.0,48.0,1607.0
2017-01-30,5.6,6.16,240.0,1.166666667,0.0,6.1,53.55,1.46,34.0,351.0,116.0,19.0,53.0,573.0
2017-02-06,5.2,5.36,189.0,1.6,0.6,5.61,61.13,2.04,77.0,2035.0,591.0,77.0,58.0,2838.0
2017-02-13,3.9,3.79,205.0,2.633333333,7.9,5.93,55.02,1.31,82.0,1606.0,572.0,53.0,38.0,2351.0
2017-02-21,9.7,3.35,237.0,2.066666667,2.6,4.71,52.14,2.05,120.0,2251.0,621.0,58.0,49.0,3099.0
2017-02-27,8.4,2.86,253.0,0.566666667,0.4,5.21,49.55,,240.0,4319.0,1534.0,101.0,49.0,6243.0
2017-03-06,7.4,7.67,202.0,5.2,5.0,4.77,53.86,5.97,135.0,904.0,414.0,87.0,39.0,1579.0
2017-03-13,9.8,4.3,223.0,2.733333333,8.1,4.65,44.0,4.06,144.0,2900.0,990.0,351.0,67.0,4452.0
2017-03-21,9.8,2.67,246.0,0.3,0.5,4.8,49.15,6.37,226.0,6748.0,1424.0,312.0,53.0,8763.0
2017-03-27,9.1,1.9,234.0,8.066666667,6.5,3.47,47.64,3.4,173.0,4714.0,1428.0,462.0,58.0,6835.0
2017-04-03,11.3,1.6,255.0,,,2.59,54.66,6.1,491.0,5810.0,2857.0,1039.0,102.0,10299.0
2017-04-10,13,1.31,267.0,9.3,6.4,1.54,49.47,11.03,832.0,4454.0,2304.0,1635.0,125.0,9350.0
2017-04-18,13.3,1.11,328.0,6.466666667,11.8,2.54,60.11,8.23,361.0,4040.0,1832.0,668.0,67.0,6968.0
2017-04-23,11.3,1.11,347.0,5.233333333,0.3,2.54,56.14,4.65,298.0,8513.0,3631.0,1823.0,154.0,14419.0
2017-05-02,11.9,1.12,379.0,4.266666667,5.6,2.71,68.08,7.3,346.0,3752.0,4151.0,745.0,67.0,9061.0
2017-05-08,12.6,0.964,423.0,3.633333333,0.0,3.21,63.83,3.98,298.0,3073.0,2765.0,399.0,90.0,6625.0
2017-05-15,14.8,1.07,442.0,4.3,0.7,3.65,77.59,5.99,428.0,4338.0,3752.0,635.0,48.0,9201.0
2017-05-23,16,2.11,380.0,8.666666667,9.4,5.53,51.72,3.14,226.0,3603.0,2458.0,519.0,125.0,6931.0
2017-05-30,18,1.33,494.0,2.433333333,2.6,6.65,62.76,4.01,197.0,13886.0,1881.0,250.0,87.0,16301.0
2017-06-05,16.7,1.2,548.0,5.6,0.6,7.81,49.21,1.94,101.0,6123.0,558.0,327.0,72.0,7181.0
2017-06-12,17.3,1.45,498.0,5.666666667,3.7,7.06,55.81,1.78,53.0,10105.0,808.0,346.0,20.0,11332.0
2017-06-19,21.7,0.884,570.0,,,7.29,55.54,2.3,96.0,15194.0,1121.0,400.0,29.0,16840.0
2017-06-26,18.8,0.741,694.0,4.0,4.7,9.09,59.74,1.34,82.0,8778.0,673.0,486.0,39.0,10058.0
2017-07-03,18,1.22,660.0,6.833333333,5.3,8.71,63.23,1.34,82.0,2915.0,351.0,400.0,30.0,3778.0
2017-07-10,20.6,0.666,610.0,8.966666667,9.1,8.02,56.97,1.99,226.0,8682.0,1015.0,702.0,29.0,10654.0
2017-07-17,18.1,1.2,636.0,3.566666667,9.6,8.47,81.41,2.71,53.0,1991.0,360.0,457.0,73.0,2934.0
2017-07-24,17.3,1.04,618.0,3.0,2.2,8.43,67.44,2.75,125.0,2035.0,385.0,289.0,43.0,2877.0
2017-07-31,17,1.12,624.0,4.266666667,5.4,7.72,47.62,22.55,29.0,1977.0,356.0,433.0,53.0,2848.0
2017-08-07,17.8,1.3,488.0,6.466666667,0.6,7.41,32.09,3.63,231.0,1717.0,395.0,486.0,77.0,2906.0
2017-08-14,18.5,1.66,560.0,6.8,3.2,7.5,45.01,1.3,139.0,1207.0,318.0,226.0,34.0,1924.0
2017-08-21,16.4,1.56,534.0,5.233333333,0.0,7.1,49.27,1.81,120.0,1308.0,293.0,596.0,44.0,2361.0
2017-08-29,18,0.742,485.0,9.566666667,7.7,6.96,46.23,3.14,197.0,2900.0,447.0,491.0,101.0,4136.0
2017-09-04,15.6,0.757,572.0,3.166666667,0.9,6.81,61.3,3.21,236.0,3040.0,423.0,374.0,39.0,4112.0
2017-09-11,14.5,1.09,632.0,4.1,6.4,7.89,75.2,1.53,87.0,2237.0,206.0,500.0,30.0,3060.0
2017-09-18,12.9,0.936,544.0,3.466666667,3.8,7.31,63.54,1.39,106.0,1563.0,173.0,534.0,34.0,2410.0
2017-09-25,15.1,0.906,520.0,2.6,0.0,6.85,59.87,2.94,115.0,2193.0,351.0,934.0,48.0,3641.0
