Sample ID,Date,Site name,Day,Month,Year,Time,Water temperature,Soluble Reactive P,Total phosphorus (_g/L),Silicon (mg-Si/L),Chlorophyll-a (_g/L),Dissolved nitrate (NO3),Total dissolved nitrogen (mg N/L),Dissolved organic carbon (mg/L),Sunshine duration ,Sunshine duration (3-d average),Mean daily flow (m3/s),Diatoms,Nano-chlorophytes,Pico-chlorophytes,Total Cryptophytes,Total Cyanobacteria,Total phytoplankton
TC16,7/4/22,Thames at Runnymede,4,7,22,11:15,19.3,181,389,5.73,2.75,35.66322256,9.59,3.27,9.1,6.6,14.34,26.14137663,4960.326216,139934.7891,1209.038669,23350.78468,169481.0801
TC16,7/11/22,Thames at Runnymede,11,7,22,12:45,23.3,148,223,5.62,9.06,34.77174542,9.4,3.25,12.2,12.43333333,11.38,254.8784222,10998.98422,339354.2808,1150.220572,50655.45257,402413.8165
TC16,7/18/22,Thames at Runnymede,18,7,22,11:30,26.9,161,370,5.39,4.98,34.73646314,9.39,3.25,12.4,12.66666667,9.841,91.49481821,4457.104716,216084.6192,1490.058468,55021.06247,277144.3397
TC16,7/25/22,Thames at Runnymede,25,7,22,13:30,25.5,113,182,6.63,6.45,32.63600943,9.11,4.18,1.5,4.966666667,10.25,,,,,,
TC16,8/1/22,Thames at Runnymede,1,8,22,12:50,22.5,155,265,6.36,7.32,34.25741547,9.41,4.14,7.6,3.566666667,10.1,437.8680586,5012.608969,162109.2118,2182.804949,52387.31877,222129.8126
TC16,8/8/22,Thames at Runnymede,8,8,22,0.46875,22.1,117,346,6.61,7.78,35.00480377,10.13,4.32,12.2,13.4,8.978,254.8784222,2274.299767,252140.113,346.3732404,27115.14291,282130.8073
TC16,8/15/22,Thames at Runnymede,15,8,22,9:36,23.6,168,313,6.43,5.54,34.06681473,9.37,3.72,6,9.3,8.571,,,,,,
TC16,8/22/22,Thames at Runnymede,22,8,22,11:20,21.3,180,261,6.81,7.41,35.51599356,9.81,3.89,3.1,6.333333333,10.09,130.7068832,1633.83604,217359.0114,653.5344158,31258.55111,251035.6398
TC16,8/30/22,Thames at Runnymede,30,8,22,11:25,20.4,215,388,6.94,6.97,32.6401043,9.08,4.32,8,7.166666667,10.32,91.49481821,1058.725754,117642.7302,385.5853053,5051.821034,124230.3571
TC16,9/5/22,Thames at Runnymede,5,9,22,11:40,20.3,170,374,7.13,5.56,35.48721953,9.52,4.04,4.5,2.9,13.44,196.0603247,829.9887081,131543.4072,398.6559936,3705.540138,136673.6524
TC16,9/12/22,Thames at Runnymede,12,9,22,0.46875,19.2,166,361,6.92,7.18,36.26644823,9.25,4.33,3.7,4.133333333,14.81,228.7370455,1039.119721,49629.40354,483.6154677,3110.823819,54491.69959
TC16,9/19/22,Thames at Runnymede,19,9,22,-999,-999,-999,-999,-999,-999,,,,1.3,5.866666667,11.48,,,,,,
TC16,44830,Thames at Runnymede,26,9,22,0.520833333,16.5,210,263,6.99,2.39,36.12466382,10.17,4.3,4.7,5.266666667,11.67,143.7775715,640.4637275,51753.39039,379.0499612,1457.381747,54374.0634
