Sample ID,Date,Site name,Day,Month,Year,Time,Water temperature,Soluble Reactive P,Total phosphorus (_g/L),Silicon (mg-Si/L),Chlorophyll-a (_g/L),Dissolved nitrate (NO3),Total dissolved nitrogen (mg N/L),Dissolved organic carbon (mg/L),Sunshine duration ,Sunshine duration (3-d average),Mean daily flow (m3/s),Diatoms,Nano-chlorophytes,Pico-chlorophytes,Total Cryptophytes,Total Cyanobacteria,Total phytoplankton
TC16,40602,Thames at Runnymede,28,2,11,11:30,7.9,115,228,5.02,5.62,30.5747,8.91,NA,0,0.5,120.7,899.4264876,1365.973917,2496.269236,72.1465097,293.3958061,5127.211956
TC16,3/7/11,Thames at Runnymede,7,3,11,12:15,7.2,91,159,5.31,3.98,32.9649,8.63,NA,9.5,5.433333333,64.34,966.76323,1433.310659,2299.068776,115.4344155,197.2004598,5011.77754
TC16,40616,Thames at Runnymede,14,3,11,12:30,8.9,104,141,4.81,4.56,34.4106,9.03,NA,7,4.733333333,51.59,1539.12554,1139.914853,2871.431086,81.76604432,96.19534626,5728.43287
TC16,40623,Thames at Runnymede,21,3,11,13:15,9.4,90,133,4.35,1.28,33.85602222,8.54,NA,7,4.7,45.88,1192.822294,1760.374837,5367.700322,149.1027867,129.8637175,8599.863956
TC16,40630,Thames at Runnymede,28,3,11,13:15,11.5,87,132,3.54,8.74,32.29847556,8.24,NA,5.9,4.266666667,40.04,2313.498078,2015.292504,8628.72256,226.0590637,245.298133,13428.87034
TC16,4/5/11,Thames at Runnymede,5,4,11,13:30,11.8,38,141,2.62,92.35,29.0967,7.51,NA,0,2.1,36.14,30825.79871,7940.925834,10321.76065,1087.007413,812.8506759,50988.34329
TC16,4/11/11,Thames at Runnymede,11,4,11,15:45,15,66,134,3.08,50.49,29.2036,6.59,NA,4.8,8.966666667,32.21,17608.55813,12991.18151,26737.49649,1433.310659,591.6013795,59362.14818
TC16,40651,Thames at Runnymede,18,4,11,12:45,14.1,79,123,3.295,14.98,30.2634,7.59,NA,6.5,5.566666667,29.43,4184.497562,15458.59214,49030.76799,3318.739446,769.5627701,72762.15991
TC16,40659,Thames at Runnymede,26,4,11,14:00,16.5,7,153,0.02,294.55,21.9136,5.63,NA,2.8,7.766666667,25.85,38482.94827,5790.959845,29214.52666,2452.98133,798.421374,76739.83748
TC16,5/3/11,Thames at Runnymede,3,5,11,10:45,15.3,3,117,0.11,145.58,21.8811,5.61,NA,11.5,10.86666667,22.89,21562.18687,4583.708249,9263.611845,1428.500892,779.1823047,37617.19016
TC16,5/9/11,Thames at Runnymede,9,5,11,11:30,17.3,3,151,1.04,188.71,22.1228,5.76,NA,11.3,7.5,26.69,34312.88001,7984.21374,7450.329568,2852.192017,827.2799779,53426.89532
TC16,40680,Thames at Runnymede,17,5,11,10:15,16,7,166,0.84,275.87,20.4322,5.41,NA,0.8,2.6,20.75,64787.56571,7132.884925,5896.774726,2924.338526,1500.647402,82242.21129
TC16,40686,Thames at Runnymede,23,5,11,11:45,16.6,50,201,5.18,104.27,26.6154,7.56,NA,11.9,12.26666667,19.08,20677.18968,101495.7098,18498.36509,2318.307845,3371.646887,146361.2193
TC16,40694,Thames at Runnymede,31,5,11,11:00,15.7,172,197,5.33,13.75,28.3298,7.98,NA,10.3,4.3,19.5,1192.822294,21446.75245,85835.10747,312.6348754,3020.533873,111807.851
TC16,6/6/11,Thames at Runnymede,6,6,11,14:45,17,164,208,4.75,5.39,27.6844,6.59,3.3,2.9,3.1,19.89,524.2646371,8652.771396,61512.11417,865.7581164,2250.971103,73805.87942
TC16,40707,Thames at Runnymede,13,6,11,13:00,17.2,207,262,5.24,4.06,28.8667,7.15,3.46,6.5,4.9,22.77,230.868831,7859.15979,93559.59378,461.7376621,894.6167203,103005.9768
TC16,40715,Thames at Runnymede,21,6,11,15:15,17.6,225,262,5.17,6.01,27.2404,7.09,3.49,8.2,5.166666667,18.89,495.4060333,9306.899751,170058.9429,1529.506006,1274.588338,182665.343
TC16,40721,Thames at Runnymede,27,6,11,10:30,19.4,189,242,7.05,8.68,24.3952085,6.07,4.48,5.5,6,17.91,702.2260277,12909.41547,104059.3158,880.1874183,1409.261823,119960.4066
TC16,7/4/11,Thames at Runnymede,4,7,11,10:00,19.3,143,237,5.45,7.12,25.502,6.06,3.93,2.2,5.266666667,13.32,783.9920721,14765.98565,92708.26496,1019.67067,1952.765529,111230.6789
TC16,7/11/11,Thames at Runnymede,11,7,11,13:30,19.5,166,213,5.69,10.08,27.0326,6.77,3.26,8.9,5.466666667,16.62,548.3134737,6406.610061,73469.19571,981.1925319,3847.813851,85253.12563
TC16,40742,Thames at Runnymede,18,7,11,10:30,17.9,164,214,5.2,3.34,26.349,6.26,3.36,0.7,2.5,18.3,259.7274349,3506.320371,47169.38804,341.4934792,2000.863202,53277.79253
TC16,40749,Thames at Runnymede,25,7,11,10:30,18.9,192,228,4.68,8.58,26.4517518,6.27,3.35,11.1,10.33333333,15.01,394.4009197,8210.272804,70559.28648,1587.223213,1592.032981,82343.2164
TC16,8/1/11,Thames at Runnymede,1,8,11,11:45,20.3,200,244,4.4,4.69,24.595,5.79,4.14,9,9.333333333,11.6,344.6999908,2781.648763,73942.15616,732.6878874,2363.199007,80164.39181
TC16,8/8/11,Thames at Runnymede,8,8,11,8:45,18.8,214,267,4.55,2.55,24.3358,5.84,3.27,7.6,4.466666667,15.35,134.6734848,4540.420344,33139.29679,822.4702106,6103.59472,44740.45555
TC16,40770,Thames at Runnymede,15,8,11,10:00,19.2,293,352,5.78,3.84,24.4453,6.13,6.04,7.3,4.7,12.45,120.2441828,5858.296587,44860.69973,601.2209142,12462.10711,63902.56852
TC16,40778,Thames at Runnymede,23,8,11,10:00,17.3,322,347,5.89,3.42,25.0052,7.22,3.64,0,5,15.83,86.57581164,1919.097158,46625.88433,1308.256709,5098.353352,55038.16737
TC16,40785,Thames at Runnymede,30,8,11,10:00,16.3,253,301,6.12,3.18,24.6058,5.42,4.19,0,3.166666667,19.21,76.95627701,2255.78087,42879.0756,495.4060333,2611.703651,48318.92243
TC16,9/5/11,Thames at Runnymede,5,9,11,10:00,17,247,294,5.93,2.3,24.5656,5.33,4.31,4.7,3.266666667,17.48,86.57581164,2313.498078,40267.37195,495.4060333,2303.878543,45466.73041
TC16,40799,Thames at Runnymede,13,9,11,9:30,16.7,232,276,6.22,3.59,27.8301,6.89,4.05,7.6,7,15.53,91.38557895,2991.675269,73411.4785,197.2004598,2741.567369,79433.30718
TC16,40805,Thames at Runnymede,19,9,11,10:30,16,248,291,5.78,2.48,27.9835,6.72,4.04,2.8,3.333333333,14.52,28.85860388,1601.652515,49112.53404,1192.822294,1659.369723,53595.23717
TC16,40812,Thames at Runnymede,26,9,11,11:45,16.2,192,230,5.83,2.25,29.4141,7.54,3.63,3.7,3.433333333,14.7,62.52697507,1019.67067,105059.7474,317.4446427,1240.919967,107700.3097
TC16,10/3/11,Thames at Runnymede,3,10,11,12:45,17.9,202,245,5.63,2.27,30.0334,7.06,5.31,6.6,8,12.56,62.52697507,1289.01764,61704.50486,649.3185873,1082.197645,64787.56571
TC16,10/10/11,Thames at Runnymede,10,10,11,11:45,15.8,251,276,6.15,2.31,34.5614,9.22,3.02,0,0.2,12.96,38.47813851,1043.719507,49737.80379,153.912554,548.3134737,51522.22746
TC16,40833,Thames at Runnymede,17,10,11,13:30,14.3,224,282,6.46,3.43,32.56582702,8.76,3.83,1,4.333333333,12.16,43.28790582,904.2362549,55485.47573,384.7813851,495.4060333,57313.1873
TC16,40841,Thames at Runnymede,25,10,11,13:00,13,226,269,6.61,1.74,31.37490175,8.06,3.44,4.6,4.533333333,13.83,28.85860388,538.6939391,36688.90507,365.5423158,726.2748643,38348.27479
TC16,40847,Thames at Runnymede,31,10,11,13:00,13,258,292,6.45,1.12,32.56096347,7.95,3.19,0.7,1.833333333,14.98,38.47813851,1082.197645,17223.77675,115.4344155,341.4934792,18801.38043
TC16,11/7/11,Thames at Runnymede,7,11,11,13:00,12.4,308,357,6.74,2.03,31.02284741,8.14,3.7,0,0.633333333,19.6,24.04883657,942.7143934,14184.00381,125.0539501,432.8790582,15708.70004
TC16,40861,Thames at Runnymede,14,11,11,11:45,11.7,277,324,7.23,0.9,28.76777884,7.27,6.35,0,2.533333333,16.39,0,327.0641773,6637.478892,182.7711579,327.0641773,7474.378405
TC16,40868,Thames at Runnymede,21,11,11,13:00,10.3,273,323,7.76,0.9,32.85660263,8.09,4.49,0,2.066666667,14.6,0,1183.202759,15958.80795,149.1027867,591.6013795,17882.71487
TC16,40875,Thames at Runnymede,28,11,11,13:45,8.9,281,341,8.12,0.92,34.72878315,8.69,3.51,0,2.066666667,14.47,9.619534626,981.1925319,14943.94704,216.4395291,808.0409086,16959.23955
TC16,12/5/11,Thames at Runnymede,5,12,11,12:45,8,288,324,7.51,0.69,37.59152104,10.98,3.55,3.2,2.066666667,16.26,4.809767313,735.8943989,8248.750942,216.4395291,423.2595236,9629.154161
TC16,12/12/11,Thames at Runnymede,12,12,11,14:15,6.4,275,309,7.38,0.93,35.52178014,10.21,3.47,4.9,2.9,23.74,28.85860388,336.6837119,4785.718477,278.9665042,211.6297618,5641.857058
TC16,40896,Thames at Runnymede,19,12,11,14:30,4.7,279,327,6.14,1,32.79242341,7.98,6.23,0,2.5,33.89,67.33674239,663.7478892,4203.736632,101.0051136,259.7274349,5295.553812
TC16,1/3/12,Thames at Runnymede,3,1,12,13:00,8.1,234,298,6.41,1.15,32.6872,7.64,5.68,1.6,2.433333333,49.15,101.0051136,456.9278948,2255.78087,139.4832521,365.5423158,3318.739446
TC16,1/9/12,Thames at Runnymede,9,1,12,13:45,7.8,222,269,5.68,1.23,30.22329336,7.56,4.96,0.7,1.833333333,40.99,163.5320886,543.5037064,2832.952947,76.95627701,206.8199945,3823.765014
TC16,40924,Thames at Runnymede,16,1,12,13:00,6.3,221,270,6.04,1.37,33.98415747,8.51,5.25,5.7,5.233333333,26.17,192.3906925,336.6837119,2731.947834,43.28790582,105.8148809,3410.125025
TC16,40931,Thames at Runnymede,23,1,12,13:45,7.6,211,240,6.18,1.32,34.6623,8.87,4.42,0,1.033333333,29.99,134.6734848,322.25441,2198.063662,81.76604432,86.57581164,2823.333413
TC16,40938,Thames at Runnymede,30,1,12,13:15,6.4,194,248,5.41,2.11,33.373,8.41,4.34,3.5,1.3,35.09,466.5474294,331.8739446,2688.659928,67.33674239,134.6734848,3689.091529
TC16,2/7/12,Thames at Runnymede,7,2,12,11:30,6.35,204,266,5.49,2.1,33.69810599,9.3,3.86,2.1,0.733333333,37.88,586.7916122,437.6888255,2808.904111,48.09767313,120.2441828,4001.726405
TC16,40959,Thames at Runnymede,20,2,12,10:45,6.3,308,222,4.86,11.25,35.14151271,8.84,3.96,1.8,2.666666667,33.78,4093.111984,1438.120427,7753.344909,86.57581164,206.8199945,13577.97313
TC16,40966,Thames at Runnymede,27,2,12,10:15,9.2,148,198,4.18,6.01,33.90136205,8.74,4.69,0,4.866666667,27.34,1361.16415,904.2362549,8691.249535,211.6297618,221.2492964,11389.529
TC16,3/5/12,Thames at Runnymede,5,3,12,12:00,9.3,171,208,3.51,6.03,33.06488607,8.65,5.04,7.3,4.333333333,58.85,2486.649701,1135.105086,13289.38709,245.298133,317.4446427,17473.88465
TC16,3/12/12,Thames at Runnymede,12,3,12,10:45,9.9,161,205,3.68,10.02,30.50607715,7.59,3.99,2.1,4.266666667,31.79,4227.785468,2154.775756,15290.25029,240.4883657,360.7325485,22274.03243
TC16,40987,Thames at Runnymede,19,3,12,11:45,10.2,200,229,4.31,2.96,31.41100681,8.08,4.912251949,10,4.3,26.11,1139.914853,909.0460222,11086.51366,125.0539501,259.7274349,13520.25592
TC16,40994,Thames at Runnymede,26,3,12,12:15,12.5,195,229,3.68,6.47,30.26709152,7.51,5.17,10.6,8.9,22.6,2635.752488,1596.842748,19441.07948,2231.732033,1365.973917,27271.38067
TC16,4/10/12,Thames at Runnymede,10,4,12,11:00,11.1,6,206,0.79,193.82,24.64674612,5.76,5.68,8.9,3.033333333,23.17,40844.54402,4506.751972,17243.01582,7517.666311,495.4060333,70607.38416
TC16,41015,Thames at Runnymede,16,4,12,11:30,11,41,194,1.67,242.84,25.76909251,6.13,4.55,8.9,6.6,21.55,6988.591906,2751.186903,3054.202244,716.6553297,841.7092798,14352.34566
TC16,41022,Thames at Runnymede,23,4,12,10:45,11.1,192,266,2.8,33.26,25.82416797,6.46,4.3,0.9,5.266666667,38.2,11322.19226,14049.33032,58275.14077,1289.01764,5627.427756,90563.10874
TC16,41029,Thames at Runnymede,30,4,12,12:45,11.3,159,551,4.18,26.74,23.8550425,5.28,7.68,9.8,4.066666667,181.4,2135.536687,5252.265906,11235.61644,1721.896698,4747.240338,25092.55607
TC16,5/8/12,Thames at Runnymede,8,5,12,10:15,10.9,127,209.1,5.22,5.98,23.46161631,5.04,8.08,3.9,3.033333333,116.1,904.2362549,2284.639474,5295.553812,303.0153407,2053.770643,10841.21552
TC16,41043,Thames at Runnymede,14,5,12,9:45,13.1,123,227,4.66,10.02,22.7602,5.09,7.82,2.5,8.266666667,90.72,1519.886471,5632.237524,5920.823563,365.5423158,2385.644587,15824.13446
TC16,41050,Thames at Runnymede,21,5,12,9:30,12.8,124,179,4.42,5.25,26.4223,6.51,8.26,3,1,55.73,1577.603679,9956.218338,8171.794665,365.5423158,884.9971856,20956.15618
TC16,41058,Thames at Runnymede,29,5,12,12:45,20.5,141,226,3.51,46.6,26.4648,6.74,4.97,10.5,10.96666667,36.09,9912.930433,62074.85694,35231.54557,5810.198914,2318.307845,115347.8397
TC16,6/6/12,Thames at Runnymede,6,6,12,10:15,16.1,158,218,4.11,5.92,27.6182,7.07,4.48,3.9,1.7,55.64,562.7427756,4247.024538,14679.40984,389.5911524,533.8841718,20412.65248
TC16,6/11/12,Thames at Runnymede,11,6,12,10:00,14.8,157,228,5.15,5.63,24.2906,5.61,6.05,0,2.933333333,83,615.6502161,2645.372022,5497.564039,240.4883657,630.079518,9629.154161
TC16,41078,Thames at Runnymede,18,6,12,9:45,15.6,158,214,6.15,4.56,18.433,3.92,9.54,6.2,5.333333333,86.03,562.7427756,4242.21477,6584.571452,312.6348754,884.9971856,12587.16106
TC16,41085,Thames at Runnymede,25,6,12,10:15,16.8,166,213,5.46,2.94,21.33291973,5.19,7.48,9.5,7.3,92.69,456.9278948,5449.466366,10951.84017,379.9716177,2034.531573,19272.73762
TC16,7/3/12,Thames at Runnymede,3,7,2012,11:30,17.4,190,241,5.97,2.47,21.61340774,5.46,7.74,0,2.866666667,54.84,206.8199945,3063.821779,7344.514687,125.0539501,986.0022992,11726.21271
TC16,7/9/12,Thames at Runnymede,9,7,2012,10:45,17.1,151,346,5.16,5.64,19.63216399,4.76,7.16,0,2.1,111.8,370.3520831,2452.98133,7633.100726,721.465097,2308.68831,13486.58755
TC16,41106,Thames at Runnymede,16,7,2012,10:30,16,109,188,5.7,5.19,18.39198941,3.73,9.86,0.4,2.333333333,110.3,283.7762715,1861.37995,4800.147779,235.6785983,1601.652515,8782.635114
TC16,41113,Thames at Runnymede,23,7,12,10:15,18.8,130,183,5.76,2.92,19.81968141,4.59,6.51,13.5,10.46666667,56.98,338.2869677,5064.684981,9138.557895,341.4934792,1425.29438,16308.3177
TC16,41120,Thames at Runnymede,30,7,12,10:15,19,111,217,5.58,4.63,24.89493013,6.05,5.46,11,10.43,43.02,182.7711579,7628.290959,23981.49982,1197.632061,4247.024538,37237.21854
TC16,8/6/12,Thames at Runnymede,6,8,12,9:00,18.3,146,191,4.77,3.37,25.16072096,6.02,3.8,5.7,6.633333333,60.14,96.19534626,7286.79748,34861.19349,1572.793911,4891.533358,48708.51358
TC16,41134,Thames at Runnymede,13,8,12,12:30,19.6,184,221,5.17,1.75,25.0137,6.31,5.49,0.5,5.1,36.62,187.5809252,5074.304515,52864.15254,716.6553297,5661.096128,64503.78944
TC16,41141,Thames at Runnymede,20,8,12,13:00,20.5,182,213,5.43,3.61,25.0969,6.35,4.83,6.9,9.466666667,36.39,105.8148809,9802.305784,131734.7169,1803.662742,13053.70849,156500.2088
TC16,41149,Thames at Runnymede,28,8,12,10:00,18.1,183,235,5.74,2.08,25.6057,6.63,4.33,10.8,6.366666667,34.61,81.76604432,5247.456139,115852.8653,1548.745075,8542.146748,131272.9793
TC16,9/3/12,Thames at Runnymede,3,9,12,10:15,17.3,153,202,5.42,1.98,24.8808,6.2,4.07,9.2,4.833333333,36.79,221.2492964,6719.244937,110153.291,577.1720776,5132.021723,122802.979
TC16,9/11/12,Thames at Runnymede,11,9,12,12:45,18.7,189,215,5.98,3.12,26.33947633,6.41,4.67,10.1,6.066666667,28.91,101.0051136,3001.294803,47130.9099,793.6116067,3155.207357,54182.02878
TC16,41169,Thames at Runnymede,17,9,12,10:15,16.2,163,193,5.76,2.06,27.45104921,6.59,6.82,3.8,5.133333333,26.71,28.85860388,2178.824593,59900.84212,1404.452055,2491.459468,66004.43684
TC16,41176,Thames at Runnymede,24,9,12,10:45,13.9,112,198,5.56,2.58,29.50629154,6.98,6.04,2.1,3.633333333,60.9,43.28790582,1649.750188,47126.10013,408.8302216,1452.549729,50680.51818
TC16,10/2/12,Thames at Runnymede,2,10,12,10:15,13.5,188,238,5.66,1.38,30.77827491,6.89,8.46,3.8,2.533333333,42.21,57.71720776,553.123241,2015.292504,105.8148809,630.079518,3362.027352
TC16,10/9/12,Thames at Runnymede,9,10,12,10:30,11.6,161,223,5.2,3.73,27.842,6.9,8.13,1.5,0.633333333,98.47,245.298133,1149.534388,3616.94502,312.6348754,1115.866017,6440.278432
TC16,41197,Thames at Runnymede,15,10,2012,11:00,11.1,142,200,5.81,1.64,27.07891547,6.58,5.77,1.1,4.4,70.67,163.5320886,533.8841718,2082.629247,76.95627701,399.210687,3256.212471
TC16,41204,Thames at Runnymede,23,10,12,10:15,12.3,118,277,6.06,2.6,25.34917976,6.05,9.32,0,0.6,102.5,216.4395291,620.4599834,2145.156222,226.0590637,755.1334682,3963.248266
TC16,41211,Thames at Runnymede,29,10,12,11:00,10.5,122,156,6.42,0.9,26.82171504,6.81,6.58,1,2.4,59.23,86.57581164,259.7274349,1418.881357,52.90744045,235.6785983,2053.770643
TC16,11/5/12,Thames at Runnymede,5,11,12,11:15,8,140,211,5.73,3.16,25.37890759,5.6,8.2,7.3,4.2,154,192.3906925,505.0255679,2183.63436,192.3906925,716.6553297,3790.096643
TC16,11/12/12,Thames at Runnymede,12,11,12,10:45,8.2,111,264,5.85,1.87,25.91177387,5.97,6.7,0,2.3,88.78,144.2930194,274.1567369,923.4753241,240.4883657,303.0153407,1885.428787
TC16,41232,Thames at Runnymede,19,11,12,10:15,8.8,129,183,6.2,0.91,28.76094207,7.04,4.85,0,1.8,63.68,144.2930194,153.912554,995.6218338,43.28790582,96.19534626,1433.310659
TC16,41239,Thames at Runnymede,26,11,12,12:30,8.5,127,453,5.27,10.96,17.88552052,4.34,9.76,0,1.333333333,259.8,283.7762715,808.0409086,3010.914338,471.3571967,1390.022754,5964.111468
TC16,12/3/12,Thames at Runnymede,3,12,12,12:15,4.2,94,122,5.62,1.57,25.89079188,6,7.92,0.4,1.1,228.6,96.19534626,153.912554,1226.490665,129.8637175,226.0590637,1832.521346
TC16,12/10/12,Thames at Runnymede,10,12,12,11:00,5.3,90,116,5.56,0.88,29.48734149,6.93,5.03,4.9,3.666666667,129.5,72.1465097,67.33674239,615.6502161,62.52697507,163.5320886,981.1925319
TC16,41260,Thames at Runnymede,17,12,12,11:00,6,105,216,5.16,1.61,27.5129551,6.56,6.78,4.9,4.333333333,162.4,96.19534626,177.9613906,1130.295319,197.2004598,519.4548698,2121.107385
TC16,1/7/13,Thames at Runnymede,7,1,13,11:00,8.6,95,123,5.29,0.91,26.8083268,5.76,10.29,0,0,199.9,52.90744045,105.8148809,721.465097,76.95627701,250.1079003,1207.251596
TC16,41288,Thames at Runnymede,14,1,13,11:00,5.9,94,147,5.72,0.89,29.36037038,6.3,7.59,0.1,1.3,136.5,72.1465097,197.2004598,904.2362549,81.76604432,163.5320886,1418.881357
TC16,41295,Thames at Runnymede,21,1,13,10:45,3.6,92,185,5.85,0.9,30.27310064,7.05,7.38,0,0,107.7,86.57581164,245.298133,827.2799779,129.8637175,177.9613906,1466.979031
TC16,41302,Thames at Runnymede,28,1,13,12:15,5.6,99,245,5.11,2.01,25.85766522,5.99,8.04,0,3.433333333,209.9,177.9613906,264.5372022,1212.061363,177.9613906,442.4985928,2275.019939
TC16,2/4/13,Thames at Runnymede,4,2,13,11:00,6.4,83,143,4.56,1.54,24.4102,5.71,6.21,3.4,3.933333333,220.8,206.8199945,322.25441,1543.935308,120.2441828,437.6888255,2630.94272
TC16,2/11/13,Thames at Runnymede,11,2,2013,11:00,5.4,103,220,5.01,2.87,27.04954233,6.81,7.9,0,0,214.9,158.7223213,221.2492964,1842.140881,33.66837119,298.2055734,2553.986443
TC16,41323,Thames at Runnymede,18,2,13,11:00,6.5,76,144,4.09,2.73,25.50811887,6.03,5.76,7,4.666666667,201.3,466.5474294,336.6837119,2284.639474,96.19534626,202.0102272,3386.076189
TC16,41330,Thames at Runnymede,25,2,13,11:00,4.3,95,126,5.17,1.63,32.75671319,8.68,3.86,0,0,105.7,365.5423158,245.298133,2380.83482,57.71720776,144.2930194,3193.685496
TC16,3/4/13,Thames at Runnymede,4,3,13,11:00,6.2,101,178,5.39,2.27,33.9189,8.75,2.97,8.3,3.066666667,86.19346341,649.3185873,399.210687,3386.076189,177.9613906,96.19534626,4708.7622
TC16,3/11/13,Thames at Runnymede,11,3,13,12:00,6.6,108,193,5,4.72,28.49579555,6.24,5.15,0.4,0.133333333,104.3545882,1212.061363,663.7478892,2794.474809,211.6297618,355.9227812,5237.836604
TC16,41351,Thames at Runnymede,18,3,13,11:15,6.6,103,309,4.53,7.87,25.47945637,5.94,9.93,0.3,0.633333333,218.3799076,2265.400405,1183.202759,3006.104571,519.4548698,668.5576565,7642.720261
TC16,41358,Thames at Runnymede,25,3,13,11:00,3.9,98,230,4.3,4.76,23.59694787,5.53,6.77,0,0,184.8506385,1731.516233,1543.935308,2674.230626,211.6297618,548.3134737,6709.625402
TC16,4/2/13,Thames at Runnymede,2,4,13,15:15,6.3,80,123,4.96,3.64,30.15579139,8.89,3.78,11.5,6.133333333,93.11379518,2409.693424,1745.945535,2933.958061,86.57581164,177.9613906,7354.134222
TC16,4/8/13,Thames at Runnymede,8,4,13,11:00,7.1,91,135,4.64,8.31,32.21340532,8.7,4.1,0.2,4.4,72.43762473,6305.604948,4045.01431,3405.315258,110.6246482,115.4344155,13981.99358
TC16,41379,Thames at Runnymede,15,4,13,11:15,11,76,160,3.8,20.13,26.94971787,5.67,10.84,3.8,2.933333333,99.23105906,14563.97542,12380.34106,4703.952432,456.9278948,288.5860388,32393.78285
TC16,41387,Thames at Runnymede,23,4,13,10:30,12.4,86,136,3.38,25.75,28.02384251,7.39,4.68,12.5,6.3,66.02562107,20566.56503,8171.794665,15458.59214,735.8943989,634.8892853,45567.73553
TC16,41393,Thames at Runnymede,29,4,13,11:00,12.3,78,140,2.91,28.44,26.5334474,5.85,9.21,11.2,6.133333333,56.34009004,6156.502161,5367.700322,13929.08614,649.3185873,697.4162604,26800.02347
TC16,5/7/13,Thames at Runnymede,7,5,13,11:45,15.5,6,138,0.33,222.95,24.06355995,5.81,4.81,13.2,9.766666667,45.40779232,87037.5493,40175.98637,7373.373291,5819.818449,1683.41856,142090.146
TC16,41407,Thames at Runnymede,13,5,13,11:15,13.9,0,172,0.81,221.05,23.79915002,5.08,9.54,8.2,6.1,52.34080072,65028.05407,17411.35767,3203.305031,3362.027352,1130.295319,90135.03945
TC16,41414,Thames at Runnymede,20,5,13,12:00,13.6,12,199,2.59,158.31,26.15351719,6.14,4.91,0.1,2.8,47.96882902,60261.57467,18584.9409,4530.800809,1197.632061,1298.637175,85873.58561
TC16,41422,Thames at Runnymede,28,5,13,13:00,13.7,17,233,3.16,252.31,24.98055922,5.9,6.53,0,8.5,56.1815879,72064.74365,58270.331,8652.771396,1986.4339,2029.721806,143004.0018
TC16,6/3/13,Thames at Runnymede,3,6,13,13:45,15.9,77,274,3.5,128.22,27.74905502,7.14,4.46,14.1,13.5,42.97461672,53883.82321,71280.75158,13246.09918,2770.425972,2505.88877,143686.9887
TC16,6/10/13,Thames at Runnymede,10,6,13,12:45,16.1,64,256,3.92,180.66,27.7271,7.21,4.22,0.5,6.7,35.84081264,35625.94649,21600.665,8431.5221,3549.608277,4857.864986,74065.60686
TC16,41442,Thames at Runnymede,17,6,13,11:30,15.8,115,254,5.08,75.95,24.6836,7.24,3.88,1.2,3.1,33.22006042,20484.79899,32643.89075,20388.60364,1014.860903,5271.504975,79803.65926
TC16,41449,Thames at Runnymede,24,6,13,11:15,16.1,181,265,6.15,15.19,27.02007514,8.01,3.92,4.5,3.766666667,30.13619985,5435.037064,15795.27586,26309.4272,514.6451025,4035.394776,52089.78
TC16,7/1/13,Thames at Runnymede,1,7,13,11:15,19.4,82,252,4.94,141.69,25.39680911,6.27,3.98,9,8.833333333,28.13800423,44870.31926,12043.65735,7734.10584,2991.675269,1798.852975,69438.6107
TC16,7/8/13,Thames at Runnymede,8,7,13,11:30,21,245,310,6.82,30.1,27.10025315,6.8,3.68,12.9,12.36666667,22.29405461,5035.826377,27660.97182,53811.6767,1572.793911,13549.11452,101630.3833
TC16,41470,Thames at Runnymede,15,7,13,11:15,22.6,224,291,6.71,14.36,26.4169,6.77,4.35,11,11.43333333,19.13373555,2092.248781,31364.49265,201500.3918,1678.608792,59948.93979,296584.6818
TC16,41477,Thames at Runnymede,22,7,13,11:15,22.9,209,280,6.48,6.6,23.92372437,6.87,5.82,10.6,7.966666667,16.64990842,986.0022992,8691.249535,86431.51862,572.3623103,35515.32184,132196.4546
TC16,41484,Thames at Runnymede,29,7,13,11:45,21.6,220,301,6.89,5.76,24.08692091,6.57,5,7.1,6.833333333,25.06179182,1678.608792,8845.162089,84926.06145,413.6399889,22615.52591,118478.9982
TC16,8/5/13,Thames at Runnymede,5,8,13,10:30,20.8,249,317.5471698,6.43,8.35,23.13957344,5.02,9.9,1.8,4.933333333,21.97640391,1731.516233,7339.70492,94054.99981,480.9767313,17243.01582,120850.2135
TC16,8/12/13,Thames at Runnymede,12,8,2013,10:30,19.7,259,308,6.56,9.85,25.2313,6.73,4.3,8.7,8.6,17.25061227,966.76323,4203.736632,128699.7538,577.1720776,18892.76601,153340.1917
TC16,41505,Thames at Runnymede,19,8,13,11:00,18.9,238,280,6.71,2.21,27.4657,7.49,3.92,9.3,6.966666667,17.01175963,519.4548698,5208.978,98629.08852,505.0255679,9032.743014,113895.29
TC16,41513,Thames at Runnymede,27,8,13,11:00,19.2,251,300,6.78,5.67,28.33415465,7.94,4.43,10.4,8.4,17.54406381,716.6553297,3665.042693,90986.36826,538.6939391,13914.65684,109821.4171
TC16,9/2/13,Thames at Runnymede,2,9,13,11:00,19,239,277,6.49,6.73,27.70038597,6.96,4.06,10.1,8.733333333,14.75310035,961.9534626,5834.247751,62878.08809,1144.724621,14948.75681,85767.77073
TC16,9/10/13,Thames at Runnymede,10,9,13,12:15,16.8,247,295,6.65,5.46,28.31990694,7.99,3.95,3,3.166666667,17.8420114,735.8943989,4550.039878,72521.67155,548.3134737,14477.39961,92833.31891
TC16,41533,Thames at Runnymede,16,9,13,10:45,14.6,208,259,6.53,1.98,27.51624663,7.13,4.18,9.5,3.566666667,26.03587714,202.0102272,3227.353867,43052.22722,202.0102272,7469.568637,54153.17018
