Sample ID,Date,Site name,Day,Month,Year,Time,Time rounded,Notes,Temperature (oC),pH,Gran alkalinity μeq/L,Suspended solids mg/L,Soluble reactive phosphorus (μg/L),Total dissolved phosphorus (μg/L),Total phosphorus (μg/L),Total reactive phosphorus (μg/l),Dissolved ammonium (NH4) (mg/l),Dissolved silicon (mg Si/L) ,Chlorophyll-a (μg/L),Dissolved fluoride (mg F/L),Dissolved chloride (mg Cl/L),Dissolved nitrite (mg NO2/L),Dissolved nitrate (NO3),Dissolved Nitrate-N (mg N/L),Dissolved sulphate (mg SO4/L),Total dissolved nitrogen (mg N/L),N check,Dissolved organic carbon (mg/L),Field pH,Conductivity,Eh,DO Temp,% DO,DO     mg/l,,Dissolved Al (ppm),Dissolved B (ppb),Dissolved Ca (ppm),Dissolved Fe (ug/l)),Dissolved K (mg/l),Dissolved Mg (mg/l),Dissolved Na (mg/l),Dissolved P (ppm),Dissolved S (ppm),Dissolved Si (ppm),Dissolved Mn (ug/l),Dissolved Zn (ug/l),Dissolved Cu (ug/l),,Total Na (mg/l),Total Ca (mg/l),Total Mg (mg/l),Total B (ug/l),Total Fe (ug/l),Total Mn (ug/l),Total Zn (ug/l),Total Cu (ug/l),Total Al (ug/l),,Mean daily flow (m3/s),,,FC analysis Date,Green_diatoms,Green_meso,Green meso 2,Green_pico,Crypto 1,Crypto 2,Crypto 3,Cyano1,Cyano2,Cyano3,Cyano4,,Diatoms,Chlorophytes,Crypto,Cyanobacteria,Total phytoplankton,% cyanobacteria
TC1,24/08/10,Thame at Wheatley,24,8,10,9:10,9:15,Some flooding,,7.65,3399,,487,522,624,,0.054,7.23,9.45,0.32,51.88,0.00,29.17,6.59,63.72,7.38,6.63,,,,,,,,,27.0,81,82.8,56.1,10.2,3.8,36.5,,,,9.8,7.1,4.2,,39.7,85.8,3.9,88,518.3,23.8,7.6,4.2,227.7,,2.03,,,,,,,,,,,,,,,,,,,,,
TC1,31/08/10,Thame at Wheatley,31,8,10,9:45,9:45,,14.4,7.67,3420,12.94,500,554,624,,0.066,7.87,4.36,0.20,39.89,0.34,22.89,5.17,85.14,6.20,5.22,,,,,,,,,16.9,105,100.3,58.9,8.6,4.8,27.9,,,,11.4,4.5,5.2,,29.6,101.5,5.0,113,356.6,19.3,5.4,5.8,118.6,,1.76,,,,,,,,,,,,,,,,,,,,,
TC1,06/09/10,Thame at Wheatley,6,9,10,9:15,9:15,,15.2,7.79,4354,10.02,586,630,698,,0.062,8.32,4.40,0.19,55.78,0.06,36.05,8.14,81.57,8.69,8.19,,,,,,,,,6.1,102,116.0,20.2,10.3,5.3,40.2,,,,10.6,8.7,4.0,,40.5,114.1,5.3,106,283.1,16.2,5.1,3.5,110.7,,0.87,,,,,,,,,,,,,,,,,,,,,
TC1,14/09/10,Thame at Wheatley,14,9,10,8:45,8:45,,15.4,7.84,4325,,612,652,732,,0.049,8.57,8.23,0.09,58.07,0.00,33.45,7.55,75.56,8.30,7.59,,,,,,,,,3.9,93,109.9,16.9,10.6,5.0,40.7,,,,9.7,5.0,3.1,,43.1,110.7,4.8,96,269.4,16.4,6.2,3.1,95.3,,0.88,,,,,,,,,,,,,,,,,,,,,
TC1,21/09/10,Thame at Wheatley,21,9,10,9:40,9:45,,14.3,7.93,4722,12.45,702,754,780,,0.060,8.11,4.61,0.10,64.95,0.20,39.18,8.85,68.69,9.27,8.89,,,,,,,,,22.7,88,104.3,52.8,11.2,4.7,43.8,,,,9.1,8.6,3.6,,46.7,112.2,5.0,94,289.6,14.2,6.5,4.0,92.9,,0.76,,,,,,,,,,,,,,,,,,,,,
TC1,28/09/10,Thame at Wheatley,28,9,10,9:45,9:45,,12.3,7.8,4097,12.08,732,789,855,,0.143,7.88,2.06,0.10,63.13,0.00,38.06,8.59,62.33,8.80,8.70,,,,,,,,,7.1,87,102.8,22.2,11.5,4.3,43.7,,,,7.2,6.7,3.0,,46.5,102.6,4.6,90,263.3,12.9,6.4,3.2,99.1,,0.92,,,,,,,,,,,,,,,,,,,,,
TC1,05/10/10,Thame at Wheatley,5,10,10,10:25,10:30,,14.2,7.72,3926,,698,738,850,,0.126,7.49,4.7,0.31,46.45,0.07,28.87,6.52,73.42,6.65,6.62,,,,,,,,,24.1,98,108.6,49.8,10.0,4.9,35.8,,,,7.1,17.5,4.4,,32.0,101.6,4.8,95,438.8,16.1,7.6,4.2,189.6,,2.19,,,,,,,,,,,,,,,,,,,,,
TC1,12/10/10,Thame at Wheatley,12,10,10,9:50,9:45,,12.8,7.85,4456,10.47,686,694,742,,0.144,8.26,2.23,0.34,56.31,0.00,37.94,8.57,81.93,8.72,8.68,,,,,,,,,3.3,106,120.8,21.8,11.0,5.4,39.6,,,,9.5,7.0,4.2,,39.0,113.8,5.2,101,272.8,14.7,5.7,4.1,140.0,,0.95,,,,,,,,,,,,,,,,,,,,,
TC1,19/10/10,Thame at Wheatley,19,10,10,10:05,10:00,,9.5,7.89,5418,7,620,680,718,,0.179,8.63,2.43,0.13,62.45,0.00,36.52,8.25,71.74,8.72,8.38,,,,,,,,,2.4,91,110.5,22.9,10.4,4.7,42.6,,,,7.1,14.4,3.2,,42.4,113.2,5.0,91,206.2,10.5,6.8,4.0,140.9,,0.93,,,,,,,,,,,,,,,,,,,,,
TC1,26/10/10,Thame at Wheatley,26,10,10,9:50,9:45,,7.1,7.85,4145,,712,780,806,,0.173,7.62,4.22,0.12,60.79,0.00,43.32,9.78,71.93,10.40,9.91,5.88,,,,,,,,2.9,84,105.2,23.6,10.9,4.9,39.3,,,,5.4,6.2,3.5,,40.6,110.9,5.2,89,188.4,7.8,6.3,3.6,100.8,,1.05,,,,,,,,,,,,,,,,,,,,,
TC1,02/11/10,Thame at Wheatley,2,11,10,10:00,10:00,,11,7.86,4600,8.02,598,658,678,,0.171,7.46,1.84,0.11,58.59,0.00,33.54,7.57,84.92,8.38,7.70,6.98,,,,,,,,2.5,91,110.8,25.4,10.5,5.3,38.4,,,,6.8,4.6,3.5,,36.6,109.9,5.5,97,264.6,10.3,5.4,4.0,236.6,,1.26,,,,,,,,,,,,,,,,,,,,,
TC1,09/11/10,Thame at Wheatley,9,11,10,9:35,9:30,,8.4,7.82,4372,10.65,489,522,594,,0.166,7.02,3.22,0.13,50.01,0.00,32.99,7.45,77.65,9.41,7.58,7.69,,,,,,,,17.8,87,104.0,52.2,9.5,5.4,32.4,,,,7.2,6.1,3.3,,33.0,108.6,5.4,90,314.4,11.8,6.2,4.6,237.9,,2.79,,,,,,,,,,,,,,,,,,,,,
TC1,16/11/10,Thame at Wheatley,16,11,10,9:45,9:45,,6,7.85,4649,,480,510,542,,0.198,7.83,2.03,0.15,47.99,0.00,41.89,9.46,86.25,10.76,9.61,7.62,,,,,,,,14.9,96,124.7,35.7,8.6,6.0,33.5,,,,6.0,5.8,2.9,,33.8,121.8,6.1,94,224.0,8.7,8.1,3.8,209.4,,2.09,,,,,,,,,,,,,,,,,,,,,
TC1,23/11/10,Thame at Wheatley,23,11,10,9:50,9:45,,6.7,7.89,4582,6.68,512,520,594,,0.246,6.63,0.89,0.13,56.23,0.00,44.77,10.11,88.54,10.66,10.30,7.13,,,,,,,,0.8,92,130.3,24.4,9.8,6.0,38.1,,,,8.1,6.9,7.5,,40.9,135.8,6.4,95,205.1,10.8,6.3,3.2,132.4,,1.38,,,,,,,,,,,,,,,,,,,,,
TC1,30/11/10,Thame at Wheatley,30,11,10,9:40,9:45,,1,7.92,4920,5.17,566,608,680,,0.790,7.81,0.90,0.22,57.66,0.16,40.29,9.10,83.93,11.86,9.71,6.18,,,,,,,,6.1,85,129.8,26.4,10.0,5.8,38.5,,,,8.6,8.8,3.0,,41.5,134.4,6.2,88,177.2,10.0,7.2,3.6,137.6,,1.17,,,,,,,,,,,,,,,,,,,,,
TC1,07/12/10,Thame at Wheatley,7,12,10,9:55,10:00,,2.0,7.82,4588,,476,518,580,,0.900,7.78,1.31,0.19,74.90,0.21,45.38,10.25,85.39,12.58,10.94,6.09,,,,,,,,2.8,87,126.5,27.9,10.7,6.0,46.7,,,,8.4,8.1,2.8,,51.8,131.8,6.2,91,163.9,10.1,8.2,3.8,119.1,,1.36,,,,,,,,,,,,,,,,,,,,,
TC1,14/12/10,Thame at Wheatley,14,12,10,9:20,9:15,,3.5,7.87,4706,5.96,690,710,818,,0.790,7.51,1.79,0.21,64.74,0.23,45.09,10.18,83.66,11.06,10.79,6.37,,,,,,,,4.7,84,128.7,21.5,10.8,5.7,42.6,,,,8.0,13.3,3.0,,47.1,132.8,5.9,87,172.6,10.2,7.7,4.6,160.2,,1.17,,,,,,,,,,,,,,,,,,,,,
TC1,21/12/10,Thame at Wheatley,21,12,10,10:00,10:00,Site moved 80yds upstream due to ice.,0.2,7.85,4944,3.23,423,448,476,,0.432,7.15,0.94,0.24,84.79,0.25,42.70,9.64,93.65,10.30,9.97,NA,,,,,,,,2.3,82,134.4,26.8,10.4,6.5,54.1,,,,8.2,7.2,1.9,,57.5,142.2,6.8,88,135.3,9.6,7.6,2.8,41.6,,1.31,,,,,,,,,,,,,,,,,,,,,
TC1,04/01/11,Thame at Wheatley,4,1,11,9:45,9:45,,3.4,7.86,4346,,402,428,482,,0.324,6.29,2.29,0.31,52.03,0.16,44.34,10.01,92.41,10.18,10.26,NA,,,,,,,,21.8,76,129.5,44.9,6.9,6.8,32.7,,,,8.7,3.1,1.2,,33.2,136.2,7.1,80,267.3,12.4,5.7,2.3,188.0,,3.25,,,,,,,,,,,,,,,,,,,,,
TC1,11/01/11,Thame at Wheatley,11,1,11,9:45,9:45,High flow after rain,4.7,7.69,3437,28.48,297,336,436,,0.236,5.98,2.66,0.32,42.80,0.10,46.43,10.48,74.78,11.18,10.66,NA,,,,,,,,185.8,64,108.9,208.7,6.4,6.1,24.8,,,,7.6,3.5,2.0,,25.8,115.7,6.4,71,755.9,17.4,6.7,5.5,586.7,,9.65,,,,,,,,,,,,,,,,,,,,,
TC1,18/01/11,Thame at Wheatley,18,1,11,9:40,9:45,All sites had much higher flow than usual,6.1,7.6,3230,52.00,236,268,414,,0.151,6.06,2.81,0.28,31.71,0.11,30.91,6.98,55.47,8.78,7.10,NA,,,,,,,,522.9,62,92.5,470.2,5.6,4.8,18.9,,,,8.6,3.6,3.2,,19.4,96.1,5.2,69,1474.7,19.9,8.3,6.7,1061.1,,17.96,,,,,,,,,,,,,,,,,,,,,
TC1,25/01/11,Thame at Wheatley,25,1,11,9:45,9:45,,5.7,7.87,4848,,250,266,318,,0.180,6.58,1.33,0.28,43.07,0.15,37.08,8.37,80.04,9.81,8.51,NA,,,,,,,,27.3,75,132.6,44.2,6.1,6.0,25.4,,,,8.9,4.0,2.7,,24.5,131.9,6.0,75,278.6,11.9,4.5,3.5,211.6,,6.11,,,,,,,,,,,,,,,,,,,,,
TC1,01/02/11,Thame at Wheatley,1,2,11,9:30,9:30,,2.6,7.94,4854,5.3,295,300,372,,0.496,6.88,0.70,0.26,44.77,0.10,37.48,8.46,85.15,9.13,8.85,NA,,,,,,,,5.7,77,144.9,22.8,7.2,6.4,30.0,,,,11.7,3.8,1.6,,29.5,141.6,6.4,77,173.2,13.7,4.6,2.8,145.4,,3.15,,,,,,,,,,,,,,,,,,,,,
TC1,08/02/11,Thame at Wheatley,8,2,11,10:05,10:00,,7.1,7.92,4958,7.16,387,407,477,,0.396,7.12,1.54,0.26,49.37,0.19,40.43,9.13,88.39,9.70,9.43,NA,,,,,,,,7.5,86,141.8,21.0,8.0,6.4,31.9,,,,9.8,4.7,2.2,,32.8,140.8,6.4,84,213.7,13.2,5.5,2.9,149.6,,2.37,,,,,,,,,,,,,,,,,,,,,
TC1,14/02/11,Thame at Wheatley,14,2,11,9:40,9:45,,7.2,7.8,5084,,365,403,482,,0.148,6.57,2.85,0.25,52.85,0.10,33.72,7.61,88.53,8.87,7.73,NA,,,,,,,,13.0,87.7,139.3,28.0,8.1,6.8,37.8,,,,9.3,5.3,1.9,,37.0,141.8,6.8,88.3,233.7,14.0,6.5,3.6,152.9,,4.06,,,,,,,,,,,,,,,,,,,,,
TC1,22/02/11,Thame at Wheatley,22,2,11,9:40,9:45,,6.1,7.79,4210,32.53,250,286,399,,0.166,6.08,3.87,0.28,37.78,0.14,38.45,8.68,77.05,9.76,8.81,NA,,,,,,,,77.7,81.2,123.6,139.3,6.2,6.6,25.9,,,,7.5,12.3,2.5,,25.5,125.8,6.6,80.9,996.5,18.8,9.1,5.2,696.3,,7.04,,,,,,,,,,,,,,,,,,,,,
TC1,01/03/11,Thame at Wheatley,2,3,11,9:40,9:45,High flow,4.9,7.74,4156,20.12,214,245,315,,0.127,5.34,2.02,0.34,32.04,0.08,34.27,7.74,69.60,9.83,7.83,NA,,,,,,,,228.1,81.3,122.8,248.7,5.5,6.6,22.2,,,,5.3,5.2,3.2,,22.9,126.9,6.5,80.7,570.5,11.3,6.4,4.2,397.6,,10.84,,,02/03/2011,596,553,409,2487,19,5,0,29,495,10,24,,596,3449,24,558,4627,12
TC1,08/03/11,Thame at Wheatley,8,3,11,9:35,9:30,,5,7.84,5087,,333,373,472,,0.306,5.83,5.98,0.29,44.49,0.12,38.29,8.65,85.86,9.64,8.88,NA,,,,,,,,7.6,86.9,146.9,27.7,7.1,6.9,30.2,,,,10.5,5.3,2.0,,28.7,147.7,6.8,84.9,245.3,13.6,5.7,3.9,256.9,,3.51,,,08/03/2011,2270,798,332,3756,87,10,0,14,260,0,5,,2270,4887,96,279,7532,4
TC1,15/03/11,Thame at Wheatley,15,3,11,9:50,9:45,,8.4,8.07,4843,5.56,462,458,513,,0.342,5.11,6.29,0.28,48.89,0.11,38.62,8.72,84.64,10.10,8.98,NA,,,,,,,,2.6,89.4,140.3,18.1,7.9,6.4,33.2,,,,10.0,4.8,2.1,,33.4,142.1,6.4,85.6,171.4,13.2,6.0,4.3,104.7,,2.15,,,16/03/2011,2390,1539,972,10250,63,0,0,24,178,0,19,,2390,12760,63,221,15435,1
TC1,22/03/11,Thame at Wheatley,22,3,11,9:35,9:30,,9.3,8,5069,7.02,428,480,586,,0.475,4.39,46.82,0.21,51.21,0.10,38.72,8.74,79.21,10.30,9.11,NA,,,,,,,,10.1,83.8,137.6,16.1,8.6,6.0,34.9,,,,8.7,4.4,2.7,,35.1,138.8,6.0,83.1,184.6,11.9,6.3,3.9,215.9,,1.80,,,22/03/2011,1145,1308,755,9961,48,14,5,53,428,5,87,,1145,12024,67,572,13809,4
TC1,29/03/11,Thame at Wheatley,29,3,11,9:40,9:45,,10.3,8.13,4602,,389,434,526,,0.288,2.44,8.61,0.21,51.36,0.06,35.08,7.92,80.00,9.00,8.14,NA,,,,,,,,8.9,83.9,132.4,16.8,8.6,5.9,36.1,,,,6.5,4.9,4.0,,35.4,135.2,5.9,83.7,184.0,9.8,6.1,3.7,190.4,,1.63,,,29/03/2011,1308,1871,1106,21990,101,19,0,58,481,5,115,,1308,24968,120,659,27055,2
TC1,05/04/11,Thame at Wheatley,5,4,11,9:45,9:45,,10.5,8,5076,7.72,540,599,700,,0.428,3.28,14.66,0.20,55.38,0.04,38.49,8.69,73.68,10.24,9.02,NA,,,,,,,,12.2,85.3,133.0,18.9,9.7,5.9,40.4,,,,7.0,6.3,3.1,,39.3,132.5,5.9,83.5,130.4,9.9,7.1,4.7,141.4,,1.51,,,06/04/2011,3011,3862,2261,16752,221,5,5,82,433,19,361,,3011,22875,231,895,27012,3
TC1,11/04/11,Thame at Wheatley,11,4,11,9:45,9:45,,13.6,8.19,4861,8.17,519,576,665,,0.237,2.07,34.23,0.19,55.86,0.16,35.82,8.09,71.20,8.31,8.27,NA,,,,,,,,13.0,89.1,129.4,16.5,9.8,5.6,40.6,,,,6.5,6.4,3.2,,41.6,130.5,5.8,90.9,152.4,12.4,6.4,3.5,170.2,,1.26,,,11/04/2011,10004,11688,1967,14809,890,58,10,139,1366,0,385,,10004,28464,957,1890,41316,5
TC1,19/04/11,Thame at Wheatley,19,4,11,9:45,9:45,,12.9,8.22,5035,,520,570,648,,0.270,2.29,25.80,0.21,56.71,0.11,33.55,7.58,69.69,8.64,7.78,NA,,,,,,,,12.9,83.9,125.1,15.3,9.6,5.4,40.0,,,,6.7,5.6,3.0,,40.4,124.0,5.4,83.1,105.0,11.0,6.1,3.6,76.2,,1.14,,,20/04/2011,5772,5892,2289,17974,447,19,5,115,1097,19,221,,5772,26156,471,1453,33851,4
TC1,26/04/11,Thame at Wheatley,26,4,11,9:35,9:30,,15.2,7.88,4650,6.53,531,633,694,,0.321,3.79,12.17,0.21,61.55,0.29,39.05,8.82,74.65,10.30,9.06,NA,,,,,,,,5.0,90.3,123.6,11.9,11.0,5.5,44.2,,,,9.3,8.5,6.1,,43.9,125.3,5.6,90.7,169.9,16.4,6.3,3.4,147.2,,0.88,,,27/04/2011,1135,10250,6642,42432,221,53,0,96,1010,24,274,,1135,59324,274,1404,62137,2
TC1,03/05/11,Thame at Wheatley,3,5,11,9:45,9:45,,13.1,7.95,5027,7.45,688,744,820,,0.635,4.80,9.77,0.18,63.82,0.25,41.67,9.41,69.12,10.42,9.90,NA,,,,,,,,9.9,88.8,125.7,12.9,11.3,5.5,50.4,,,,8.3,6.4,12.4,,50.9,123.4,5.4,88.4,151.0,15.2,6.3,3.4,158.9,,0.85,,,04/05/2011,1539,14713,5661,41196,592,48,14,144,1429,24,207,,1539,61570,654,1804,65567,3
TC1,09/05/11,Thame at Wheatley,9,5,11,9:50,9:45,,15.8,7.73,4429,,848,948,1022,,0.064,5.20,20.11,0.19,69.32,0.22,39.51,8.92,69.22,10.10,8.97,NA,,,,,,,,2.5,91.4,115.9,20.7,11.9,5.5,54.7,,,,8.3,7.2,4.3,,53.5,118.4,5.3,89.0,183.7,18.8,7.5,5.3,82.6,,1.59,,,10/05/2011,3300,19403,6383,41580,366,38,24,96,1770,19,313,,3300,67366,428,2198,73291,3
TC1,16/05/11,Thame at Wheatley,16,5,11,9:45,9:45,,13.6,7.66,4446,9.81,978,1148,1296,,0.620,6.92,7.15,0.19,61.51,0.28,37.66,8.50,65.54,10.38,8.98,NA,,,,,,,,8.5,87.0,117.3,16.8,11.3,5.2,48.4,,,,13.5,7.3,8.6,,48.2,120.6,5.2,88.9,171.2,19.9,8.6,4.3,151.9,,0.84,,,17/05/2011,2996,13506,6238,46631,159,29,5,82,2015,19,58,,2996,66375,192,2174,71738,3
TC1,24/05/11,Thame at Wheatley,24,5,11,9:50,9:45,,14.2,7.83,4661,13.12,872,972,1066,,0.480,6.60,32.89,0.18,69.93,0.93,40.91,9.24,69.46,11.18,9.61,NA,,,,,,,,42.9,92.1,121.8,45.2,12.3,5.2,54.7,,,,9.7,7.1,3.8,,55.0,122.6,5.1,89.5,214.3,20.7,8.1,4.1,187.7,,0.81,,,25/05/2011,12534,34799,10735,69602,707,63,0,164,4848,82,168,,12534,115136,770,5262,133702,4
TC1,31/05/11,Thame at Wheatley,31,5,11,10:40,10:45,,14.3,7.6,3386,,705,738,828,,0.414,6.67,8.76,0.18,58.90,0.21,33.84,7.64,57.69,9.44,7.96,NA,,,,,,,,12.3,81.0,95.7,23.6,10.3,4.3,44.5,,,,10.8,7.0,3.7,,43.0,95.8,4.3,81.2,210.7,16.5,7.8,4.2,152.2,,0.96,,,31/05/2011,2333,12207,1943,23130,115,19,5,130,2405,63,91,,2333,37281,139,2689,42441,6
TC1,07/06/11,Thame at Wheatley,7,6,11,9:40,9:45,,15.9,7.76,4560,9.43,1008,1056,1118,,0.732,7.30,12.23,0.18,67.06,0.20,40.12,9.06,64.83,9.34,9.63,6.56,,,,,,,,7.7,87.3,111.4,17.9,11.6,4.8,52.4,,,,9.6,8.0,3.4,,52.0,113.4,4.9,89.6,230.6,16.4,7.9,4.7,190.4,,1.11,,,07/06/2011,4103,36477,3256,42643,414,29,14,111,1991,29,111,,4103,82377,457,2241,89178,3
TC1,14/06/11,Thame at Wheatley,14,6,11,9:45,9:45,,15.5,7.67,4166,11.32,704,738,818,,0.179,7.05,4.54,0.17,69.00,0.12,34.15,7.71,62.45,8.14,7.85,6.25,,,,,,,,11.4,84.7,108.8,19.4,11.2,4.7,52.0,,,,8.5,7.0,3.6,,52.1,109.1,4.7,85.0,200.3,14.9,7.0,3.7,94.3,,1.59,,,15/06/2011,3954,7128,2102,19691,144,10,5,289,1828,14,53,,3954,28921,159,2184,35217,6
TC1,21/06/11,Thame at Wheatley,21,6,11,10:00,10:00,,16,7.67,4171,,632,670,742,,0.214,7.56,8.97,0.18,65.19,0.08,38.38,8.67,63.78,9.61,8.83,5.00,,,,,,,,10.8,86.3,108.8,17.8,10.6,4.6,49.5,,,,8.9,50.2,3.2,,49.0,108.5,4.7,87.1,214.1,16.0,7.8,3.9,96.6,,1.07,,,22/06/2011,4545,8066,2592,23241,154,10,0,192,2780,24,144,,4545,33899,164,3141,41749,8
TC1,28/06/11,Thame at Wheatley,28,6,11,9:05,9:00,,19.2,7.64,4161,14.17,678,716,810,,0.400,8.18,8.83,0.18,61.69,0.14,37.56,8.48,58.24,9.30,8.79,5.20,,,,,,,,8.1,85.2,104.1,15.9,10.8,4.3,48.3,,,,8.2,6.6,7.2,,46.3,106.0,4.3,86.2,258.2,19.3,7.5,4.9,134.2,,1.00,,,28/06/2011,6171,10909,4223,44235,645,48,5,226,2429,58,255,,6171,59367,697,2968,69203,4
TC1,05/07/11,Thame at Wheatley,5,7,11,9:50,9:45,,18.5,7.82,4535,14.04,782,832,936,,0.256,8.50,18.16,0.19,66.48,0.16,37.83,8.54,64.22,9.25,8.74,5.55,,,,,,,,-6.3,90.0,110.0,19.7,11.3,4.6,52.3,,,,8.1,8.8,3.0,,52.1,112.0,4.6,90.9,232.8,19.2,8.2,4.0,118.0,,0.87,,,05/07/2011,5950,30446,5132,79097,462,38,5,202,3958,34,111,,5950,114674,505,4305,125434,3
TC1,12/07/11,Thame at Wheatley,12,7,11,10:00,10:00,,17.8,7.68,4412,,852,984,1052,,0.212,8.95,11.62,0.21,74.38,0.11,38.31,8.65,69.01,9.75,8.81,5.55,,,,,,,,17.5,91.2,114.1,15.6,12.6,4.9,57.1,,,,8.0,10.4,7.9,,57.0,113.6,4.8,91.7,286.5,16.6,9.3,4.2,257.4,,0.84,,,12/07/2011,1751,14420,3328,74186,649,19,0,168,3963,48,82,,1751,91934,669,4261,98615,4
TC1,19/07/11,Thame at Wheatley,19,7,11,9:50,9:45,,16,7.63,3919,10.47,768,842,930,,0.276,7.86,7.39,0.20,67.01,0.15,42.26,9.54,69.48,10.11,9.75,5.62,,,,,,,,14.7,86.2,101.3,21.7,13.6,4.6,53.7,,,,8.4,11.0,4.3,,51.6,102.0,4.6,87.5,226.0,14.4,9.2,4.3,175.7,,1.57,,,20/07/2011,2352,14665,2679,55923,164,10,0,149,2607,43,144,,2352,73267,173,2944,78736,4
TC1,26/07/11,Thame at Wheatley,26,7,11,9:35,9:30,,17.1,7.66,4113,10.88,708,800,872,,0.060,8.07,7.15,0.17,64.90,0.15,35.22,7.95,74.43,8.84,8.00,5.30,,,,,,,,11.4,88.5,103.9,19.7,11.9,4.7,50.4,,,,11.3,10.4,3.4,,49.9,105.0,4.7,90.4,224.0,15.4,7.2,4.0,169.4,,0.88,,,26/07/2011,3333,8504,1996,34818,837,29,14,240,2568,5,58,,3333,45318,880,2871,52402,5
TC1,02/08/11,Thame at Wheatley,2,8,11,10:00,10:00,,19.6,7.59,4561,,780,848,912,,0.171,7.95,16.69,0.17,73.16,0.13,34.91,7.88,73.20,8.65,8.01,5.68,,,,,,,,10.5,94.7,107.2,15.2,12.6,4.9,58.1,,,,10.5,3.5,8.2,,58.3,108.7,4.9,94.4,188.2,17.4,6.9,3.9,133.5,,0.68,,,03/08/2011,5193,17280,3274,69027,341,157,50,324,8550,53,64,,5193,89580,548,8991,104313,9
TC1,09/08/11,Thame at Wheatley,9,8,11,10:50,10:45,,16.5,7.61,4165,14.62,1228,1354,1440,,0.408,8.52,10.49,0.16,68.06,0.21,30.24,6.83,56.83,7.31,7.14,6.00,,,,,,,,8.3,91.6,103.2,24.3,12.9,4.5,55.2,,,,10.2,7.1,3.3,,55.0,104.8,4.6,92.5,236.5,17.8,9.1,5.3,134.0,,0.87,,,10/08/2011,2261,6493,1024,31610,418,53,5,207,2684,14,178,,2261,39127,476,3083,44947,7
TC1,16/08/11,Thame at Wheatley,16,8,11,9:50,9:45,,16.8,7.74,4547,14.76,873,940,996,,0.158,8.77,10.01,0.16,70.36,0.13,33.92,7.66,61.08,8.45,7.78,5.65,,,,,,,,4.7,87.7,106.9,14.7,12.7,4.6,55.8,,,,9.1,6.3,2.4,,56.1,107.8,4.7,90.7,264.2,17.6,7.4,4.2,205.4,,0.73,,,16/08/2011,2227,18849,2544,51032,1145,58,5,168,3651,24,183,,2227,72425,1207,4026,79885,5
TC1,23/08/11,Thame at Wheatley,23,8,11,10:00,10:00,,16.1,7.73,4469,,748,866,948,,0.202,8.91,8.29,0.18,68.69,0.15,32.55,7.35,56.50,8.29,7.50,6.79,,,,,,,,11.6,87.0,106.3,21.0,13.4,4.5,54.7,,,,10.0,7.2,3.1,,53.9,106.3,4.5,88.3,316.0,17.6,8.6,4.5,292.4,,0.78,,,24/08/2011,1087,4353,1183,32254,495,24,14,173,1986,10,77,,1087,37790,534,2246,41657,5
TC1,30/08/11,Thame at Wheatley,30,8,11,9:45,9:45,,15.1,7.77,4256,12.57,765,854,908,,0.082,8.87,6.59,0.19,69.27,0.09,33.02,7.46,64.22,7.79,7.52,5.89,,,,,,,,6.0,87.2,105.4,19.2,13.0,4.4,53.6,,,,8.3,10.2,2.7,,53.8,106.7,4.5,87.7,254.7,15.6,11.5,3.8,171.3,,0.73,,,31/08/2011,948,9129,1226,27926,77,48,10,139,1602,24,72,,948,38281,135,1837,41200,4
TC1,06/09/11,Thame at Wheatley,6,9,11,10:00,10:00,,15.4,7.76,4558,14.98,846,930,1004,,0.208,8.64,6.09,0.17,69.20,0.11,32.88,7.42,63.35,8.31,7.58,6.46,,,,,,,,16.3,92.1,105.9,21.9,12.6,4.6,52.9,,,,7.8,8.3,3.2,,52.5,107.7,4.7,92.1,288.2,17.1,8.2,4.8,208.2,,0.97,,,07/09/2011,1462,5017,1342,26742,135,5,10,91,1587,14,101,,1462,33101,149,1794,36506,5
TC1,13/09/11,Thame at Wheatley,13,9,11,10:00,10:00,,15.6,7.65,4082,,900,992,1080,,0.372,8.64,5.79,0.17,66.10,0.03,37.55,8.48,58.97,10.31,8.77,6.56,,,,,,,,11.3,83.5,100.9,20.8,12.3,4.2,50.8,,,,9.3,9.1,2.8,,50.8,100.7,4.3,85.8,236.6,16.9,8.3,4.4,144.4,,0.59,,,13/09/2011,1342,3963,774,18859,168,19,5,130,1323,19,53,,1342,23597,192,1525,26656,6
TC1,20/09/11,Thame at Wheatley,20,9,11,9:40,9:45,,14.4,7.8,4630,12.1,873,930,1002,,0.208,8.47,6.86,0.17,72.08,0.08,35.12,7.93,59.08,9.12,8.09,5.72,,,,,,,,9.3,85.2,103.6,20.7,13.3,4.4,55.4,,,,7.8,2.7,2.4,,56.9,108.2,4.4,87.4,272.8,14.4,7.7,3.8,233.5,,0.67,,,21/09/2011,721,6431,986,40556,341,14,0,38,1327,5,164,,721,47973,356,1534,50584,3
TC1,26/09/11,Thame at Wheatley,26,9,11,9:45,9:45,,15.2,7.71,4330,12.2,920,1066,1134,,0.236,8.49,4.84,0.17,71.23,0.08,33.75,7.62,58.76,7.89,7.80,5.21,,,,,,,,12.6,86.1,105.3,21.2,13.6,4.5,55.3,,,,7.7,8.2,7.5,,55.7,106.5,4.5,88.3,216.7,13.0,7.2,3.8,193.9,,0.64,,,27/09/2011,1631,7907,976,27921,212,58,14,274,1703,10,370,,1631,36804,284,2357,41075,6
