Sample ID,Date,Site name,Day,Month,Year,Time,Time rounded,Notes,Temperature (oC),pH,Gran alkalinity μeq/L,Suspended solids mg/L,Soluble reactive phosphorus (μg/L),Total dissolved phosphorus (μg/L),Total phosphorus (μg/L),Total reactive phosphorus (μg/l),Dissolved ammonium (NH4) (mg/l),Dissolved silicon (mg Si/L) ,Chlorophyll-a (μg/L),Dissolved fluoride (mg F/L),Dissolved chloride (mg Cl/L),Dissolved nitrite (mg NO2/L),Dissolved nitrate (NO3),Dissolved Nitrate-N (mg N/L),Dissolved sulphate (mg SO4/L),Total dissolved nitrogen (mg N/L),N check,Dissolved organic carbon (mg/L),Field pH,Conductivity,Eh,DO Temp,% DO,DO     mg/l,,Dissolved Al (ppm),Dissolved B (ppb),Dissolved Ca (ppm),Dissolved Fe (ug/l)),Dissolved K (mg/l),Dissolved Mg (mg/l),Dissolved Na (mg/l),Dissolved P (ppm),Dissolved S (ppm),Dissolved Si (ppm),Dissolved Mn (ug/l),Dissolved Zn (ug/l),Dissolved Cu (ug/l),,Total Na (mg/l),Total Ca (mg/l),Total Mg (mg/l),Total B (ug/l),Total Fe (ug/l),Total Mn (ug/l),Total Zn (ug/l),Total Cu (ug/l),Total Al (ug/l),,Mean daily flow (m3/s),,Site,Date,Green_diatoms,Green_meso,Green meso 2,Green_pico,Crypto 1,Crypto 2,Crypto 3,Cyano1,Cyano2,Cyano3,Cyano4,,,,,,,
TC3,6/11/18,Cherwell at Hampton Poyle,11,6,18,13:40,13:45,,17.9,8.05,4233,7.09,174,208,234,,0.031,3.5,7.03,0.25,49.63,0.02,34.36,7.76,61.87,8.14,7.78,3.86,7.85,739.4,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,12/06/2018,861,6426,308,20273,289,58,19,515,3170,29,139,,,,,,,
TC3,6/18/18,Cherwell at Hampton Poyle,18,6,18,18:15,18:15,,18,8.14,4315,6.04,166,176,198,,0.033,2.98,4.71,0.26,49.12,0.33,30.68,6.93,67.81,7.26,6.95,3.77,8.01,751.1,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,19/06/2018,202,2395,173,27998,308,91,24,322,5050,24,53,,,,,,,
TC3,6/25/18,Cherwell at Hampton Poyle,25,6,18,18:40,18:45,,19.1,7.98,4346,6.03,149,152,199,,0.046,2.44,1.58,0.25,54.13,0.33,33.30,7.52,66.42,8.07,7.55,3.8,,773.5,110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,26/06/2018,125,1231,212,40027,144,77,0,202,1279,10,38,,,,,,,
TC3,7/2/18,Cherwell at Hampton Poyle,2,7,18,14:00,14:00,,20.8,7.98,4365,5.39,138,157,189,,0.038,2.36,3.79,0.23,58.58,0.00,30.45,6.88,68.84,7.76,7.00,4.26,20.8,790.1,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,03/07/2018,202,3357,394,89553,48,231,38,438,3987,10,91,,,,,,,
TC3,7/9/18,Cherwell at Hampton Poyle,9,7,18,13:25,13:30,,21.6,7.93,4305,6.41,150,157,200,,0.043,2.56,4.84,0.23,66.12,0.00,30.00,6.77,71.53,7.03,6.81,5.35,7.86,817.2,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,10/07/2018,245,3848,438,72214,135,24,19,462,5223,5,164,,,,,,,
TC3,7/16/18,Cherwell at Hampton Poyle,16,7,18,13:40,13:45,,20.4,8.02,4168,5.15,161,182,217,,0.03,2.74,3.87,0.25,68.33,0.03,27.06,6.11,75.72,6.68,6.13,4.38,7.82,817.4,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,17/07/2018,327,3857,654,87552,188,63,24,447,9889,5,197,,,,,,,
TC3,7/23/18,Cherwell at Hampton Poyle,23,7,18,13:15,13:15,,21.2,7.88,4448,6.41,176,183,212,,0.037,2.84,3.47,0.25,70.98,0.02,29.19,6.59,76.68,6.67,6.62,4.55,7.89,826.5,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,25/07/2018,250,3434,534,66649,216,130,29,452,8287,10,212,,,,,,,
TC3,7/30/18,Cherwell at Hampton Poyle,30,7,18,11:00,11:00,,17.6,7.92,4817,9.03,185,198,218,,0.045,3.2,5.47,0.19,79.15,0.04,30.30,6.84,77.59,6.98,6.88,6.1,7.63,872.9,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,31/07/2018,322,4738,1053,68818,168,34,43,1193,15853,10,616,,,,,,,
TC3,8/6/18,Cherwell at Hampton Poyle,6,8,18,10:20,10:15,,19.8,7.86,4555,9.02,187,202,248,,0.057,3.4,5.39,0.22,73.22,0.00,24.39,5.51,66.78,5.62,5.55,7.08,7.53,809.8,26,23.2,99.3,8.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,07/08/2018,640,4083,563,42797,255,82,19,606,7378,19,1251,,,,,,,
TC3,8/13/18,Cherwell at Hampton Poyle,13,8,18,13:40,13:45,,18,7.88,5284,8.24,173,178,227,,0.05,3.42,3.72,0.18,77.00,0.00,24.09,5.44,72.50,5.99,5.48,5.25,7.73,853.4,226,18.3,88.9,8.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,14/08/2018,438,3078,558,44038,91,67,19,505,7614,5,1116,,,,,,,
TC3,8/20/18,Cherwell at Hampton Poyle,20,8,18,13:45,13:45,,18.4,7.89,3782,9.16,199,224,245,,0.042,3.76,4.12,0.22,81.21,0.02,26.23,5.92,66.15,6.46,5.95,5.68,7.74,837.8,137,19.1,88.1,8.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,21/08/2018,366,2900,442,34746,91,48,43,491,5810,14,341,,,,,,,
TC3,8/28/18,Cherwell at Hampton Poyle,28,8,18,14:10,14:15,,16,7.91,4529,9.21,193,204,232,,0.033,3.69,4.47,0.13,82.54,0.02,28.36,6.40,71.50,6.7,6.43,5.37,7.59,854.7,118,16.4,70.1,8.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,29/08/2018,327,3136,418,45640,63,38,24,645,9249,14,216,,,,,,,
TC3,9/3/18,Cherwell at Hampton Poyle,3,9,18,13:45,13:45,,16.5,7.81,3896,9.47,169,167,220,,0.036,3.52,4.05,0.25,70.75,0.08,23.89,5.39,74.94,5.65,5.42,5.17,7.68,771.9,114,17.2,91.4,8.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,04/09/2018,967,5584,418,36453,216,96,19,712,15257,24,601,,,,,,,
TC3,9/10/18,Cherwell at Hampton Poyle,10,9,18,13:40,13:45,,15.9,7.97,4554,7.97,175,181,209,,0.035,3.7,3.12,0.24,79.26,0.03,24.13,5.45,73.20,5.77,5.47,7.39,7.72,849.7,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,11/09/2018,240,2501,240,38175,96,53,24,337,3449,14,67,,,,,,,
TC3,9/17/18,Cherwell at Hampton Poyle,17,9,18,13:50,13:45,,16.1,7.92,4599,9.23,190,219,264,,0.053,3.57,3.26,0.12,86.45,0.07,22.98,5.19,86.32,5.93,5.23,6.81,7.66,889.9,116,17,86.6,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,18/09/2018,183,1842,139,24477,154,38,19,399,3694,0,178,,,,,,,
TC3,9/24/18,Cherwell at Hampton Poyle,24,9,18,14:00,14:00,,12.2,7.94,4599,4.81,208,217,255,,0.031,3.6,1.11,0.09,88.93,0.00,23.24,5.25,73.03,6.21,5.27,5.98,7.68,914.7,163,13.3,87,9.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TC3,10/1/18,Cherwell at Hampton Poyle,1,10,18,14:00,14:00,,11.3,7.96,4427,8.32,204,221,246,,0.027,3.5,1.78,0.22,77.18,0.00,22.85,5.16,70.82,5.99,5.18,6.09,7.82,827.1,123,11.7,89.1,9.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,03/10/2018,202,1130,154,7402,130,38,5,1303,1077,0,29,,,,,,,
TC3,10/8/18,Cherwell at Hampton Poyle,8,10,18,13:45,13:45,,11.9,7.98,4336,9.76,180,197,225,,0.028,3.52,5.09,0.23,71.29,0.03,24.93,5.63,87.45,5.96,5.65,5.27,7.64,851.9,133,12.2,88.3,9.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,09/10/2018,1217,4170,159,12606,101,19,19,587,1015,130,250,,,,,,,
TC3,10/15/18,Cherwell at Hampton Poyle,15,10,18,14:00,14:00,,13,7.76,4030,17.69,174,181,242,,0.028,3.5,3.94,0.21,72.28,0.00,20.17,4.55,74.94,4.86,4.57,6.58,7.44,714.8,251,13.2,77.9,8.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,16/10/2018,731,1554,154,4762,38,5,34,981,616,87,154,,,,,,,
TC3,10/22/18,Cherwell at Hampton Poyle,22,10,18,13:55,14:00,,10.7,7.83,3598,6.64,176,175,207,,0.023,4.04,1.55,0.21,66.48,0.05,17.78,4.01,75.98,4.6,4.03,6.77,7.65,798.1,183,11,85.4,9.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,23/10/2018,231,832,63,3631,34,14,43,361,298,14,67,,,,,,,
TC3,10/29/18,Cherwell at Hampton Poyle,29,10,18,14:00,14:00,,7.1,7.92,4083,5.55,201,209,253,,0.029,,1.39,0.21,79.17,0.03,26.13,5.90,78.06,6.29,5.92,5.87,7.73,871.9,122,7.5,87.4,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thames_PP_03,31/10/2018,212,534,34,5252,24,5,5,265,38,19,53,,,,,,,
